name,caption
495549518.jpg,A man in a black shirt and jeans is standing in a room with a red bucket and a red bucket.
1660269454.jpg,A woman in a black tank top and blue shorts is running on the beach.
3319177177.jpg,A skateboarder is jumping a ramp.
4782298436.jpg,A man in a black shirt and a woman in a black shirt are walking down the street.
755326139.jpg,A girl in a bathing suit is splashing in a pool.
78308597.jpg,A young girl in a pink outfit is practicing martial arts.
3859014834.jpg,A group of people are flying kites in a field.
3154107557.jpg,A man in a black shirt and black pants is jumping in the air on a sunny day.
1463072715.jpg,A group of children are playing a game of chess.
143793054.jpg,A man in a yellow shirt and white hard hat is standing in front of a large truck.
3435208408.jpg,A group of women in colorful outfits are performing a dance.
3094317837.jpg,A surfer is riding a wave.
3897459678.jpg,A man is standing in front of a yellow truck.
3751894413.jpg,A woman in a blue shirt is holding a child in a blue dress.
2745086720.jpg,A person in a yellow hat is walking down the street carrying a yellow bag.
4329176590.jpg,A group of people are standing in a classroom.
2609082055.jpg,A large group of people are walking down a street.
4715038539.jpg,Two women in bikinis walk down the street.
2752084369.jpg,A young girl wearing a red and white striped shirt and a white hat is carrying a black bag.
4474230746.jpg,A man is painting a wall.
3356369156.jpg,A boat is floating in the water.
640053014.jpg,A person on a motorcycle is jumping over a hill.
3937722644.jpg,A group of asian people are sitting on a train.
2307451605.jpg,A black dog is swimming in a stream.
6666012297.jpg,Two people walking on the beach.
86109631.jpg,A woman in a red shirt and black pants is sitting on a wooden floor with a young girl in a red shirt and black pants.
512542833.jpg,A group of people are sitting around a table.
4697485356.jpg,A man with a beard and a red hat is sitting on a bench with a drink.
8134819890.jpg,A man in a red hat is working on a construction project.
8107925709.jpg,A group of bicyclists ride down a street.
3841235072.jpg,A man in a white shirt is standing in front of a computer screen.
2315320158.jpg,A woman in a blue shirt is sitting on the floor holding a blue bag.
1290571209.jpg,A little boy is holding a green toy.
6530902779.jpg,Four construction workers in yellow shirts and blue jeans stand on a road.
3887721909.jpg,Two women in hats sit on a bench.
3255482333.jpg,A skier is skiing down a snowy mountain.
6979707950.jpg,A man in a red and white uniform is driving a race car.
2391269207.jpg,A white dog with a yellow toy in its mouth runs through the woods.
98377566.jpg,Two dogs are standing in front of a fence.
2845006899.jpg,A man is working on a roof.
1287475186.jpg,A young boy is playing in the water.
4139974800.jpg,A young boy wearing a red jacket and helmet is posing for a picture.
662549362.jpg,A girl with a black shirt and black pants is sitting on a lawn chair.
183390543.jpg,A man in camouflage plays the drums.
4705552913.jpg,A man and a woman are kissing.
4741878277.jpg,A man in a black shirt is standing in front of a crowd.
4964921391.jpg,A young boy in a yellow shirt and black shorts is walking down the street.
3288839246.jpg,A person in a red shirt is climbing a rock face.
7151591119.jpg,Two people riding motorcycles on a dirt road.
4464016205.jpg,A woman in a yellow coat is walking down the street.
47529535.jpg,A young boy is carrying a small child on his back.
2536863537.jpg,A man in an orange vest is working on a wall.
538953637.jpg,A group of people are walking through a field.
4460243390.jpg,A woman in a brown coat and black boots is standing outside of a store.
311267421.jpg,Two dogs are running through a field.
457875937.jpg,Three dogs running through a field.
4937650592.jpg,A man on a yellow motorcycle is riding on a track.
463439358.jpg,A man in a blue and white striped shirt is sitting on a wooden dock and looking at fish.
2520403742.jpg,Two men are playing guitars on a stage.
2095197165.jpg,A person in a blue shirt and blue jeans is working on a sidewalk.
2534904279.jpg,A group of men and women are sitting in a circle on a stage.
428258615.jpg,A young boy in a striped shirt is kicking a pink soccer ball.
4945175999.jpg,A group of people are walking in a park.
4653291146.jpg,A woman sitting on a red bench.
5897297135.jpg,A man in a blue jacket is playing a guitar on the sidewalk.
7062790747.jpg,A woman in a green shirt is brushing her teeth.
4841988538.jpg,A man in a blue shirt is walking on a wooden platform.
3021616312.jpg,A baby in a red shirt is sitting in the grass.
213609234.jpg,A man and a woman are walking down the street.
3045509198.jpg,A man in a white shirt and a man in a black shirt are sitting on a couch.
3677329561.jpg,A blond woman and a young girl are petting a dog.
380808487.jpg,A doctor is performing surgery.
367964525.jpg,A dog runs through the snow.
2614059468.jpg,A group of people in red and white are walking down a path.
3848368547.jpg,A group of people are standing on a train track.
3240090389.jpg,A man in a red shirt is skateboarding on a ramp.
4569820950.jpg,A large crowd of people are walking in a city.
4804001379.jpg,A woman with red hair is standing in the street.
3360876049.jpg,Two people are riding dirt bikes on a dirt track.
7271916272.jpg,A person dressed in black is holding a stick.
2751612533.jpg,A man in a white shirt and black pants is walking on a tennis court.
2196284168.jpg,A baby is sitting in a chair with a green blanket on his head.
3122938209.jpg,A man is doing a trick on a green bike.
3360994630.jpg,A large white bird is flying over water.
4782296476.jpg,A man in a black shirt and black shorts is standing in front of a store.
3601569729.jpg,A group of jockeys are racing on horses.
9426826.jpg,A woman in a white shirt is sitting at a table with a green tablecloth.
782680629.jpg,A man in a white shirt is singing into a microphone.
788126442.jpg,A little girl is eating a <unk>.
1418503947.jpg,A man wearing a hat is holding a green object.
6325325282.jpg,Three young men are playing a game of hockey.
4481839800.jpg,A man is standing in front of a car and a car.
4755808921.jpg,People are walking around a carnival.
2407470303.jpg,A black and white dog is running on the beach.
4742046744.jpg,A man in a red shirt and a woman in a white shirt are sitting at a red table.
137431115.jpg,A group of people sitting around a table.
1449625950.jpg,Two dogs run through the grass.
680790383.jpg,A woman in a black shirt is eating a sandwich.
2341565486.jpg,A young girl in a white shirt and blue shorts is kicking a soccer ball in a park.
2954291559.jpg,A man is standing on top of a building.
5921231203.jpg,A group of cheerleaders are performing a routine.
3530502404.jpg,A man in a leather jacket is standing on a motorcycle.
6928014516.jpg,A man in a blue shirt and cowboy hat is riding a horse.
4931508322.jpg,Two people are sitting in a canoe on a lake.
53955170.jpg,Two girls are walking down the street.
365150037.jpg,A man in a black jacket is talking to a group of people.
4879085576.jpg,Two men playing cricket.
4584191990.jpg,A woman in a pink bikini is performing a dance routine.
2632366677.jpg,A brown dog is sitting on a stone bench.
4550532403.jpg,Two men walking down the street.
2150321274.jpg,A man in a yellow shirt is cutting a woman s hair.
2638887069.jpg,A woman in a black dress and black hat is walking on a sidewalk.
3081182021.jpg,A man is doing a trick on a bike.
3335501468.jpg,A duck is swimming in the water.
1449758127.jpg,A man is standing on a beach with a shovel.
4450400692.jpg,A group of people are standing in front of a large building.
5949695639.jpg,Four girls in black and white outfits are standing on a stage.
4744082562.jpg,A man and a woman are walking down a street.
4938776115.jpg,A man sits on a chair on the beach.
3431121650.jpg,Two dogs play in the water.
7374362298.jpg,A man in a uniform is playing a trumpet.
130508055.jpg,People are riding a escalator.
3184454192.jpg,A woman is sitting on a tripod while looking at the sunset.
7806900624.jpg,Two men are dancing on a stage.
3341477531.jpg,A shirtless man is skateboarding on a concrete wall.
4824240641.jpg,A group of people walking down a city street.
4720956679.jpg,A man in a brown shirt and jeans is walking down the street.
1562392511.jpg,Two men are playing tug of war with a blue rope.
6811962907.jpg,A blue race car is driving on a track.
135608578.jpg,A group of young people are standing on a stage.
2256231539.jpg,Two boys are running with a football.
4813619552.jpg,A man in a suit is standing at a podium.
2444134813.jpg,A dog with a blue and white striped shirt is running on a track.
6065938960.jpg,A group of people are sitting outside of a blue building.
3851157121.jpg,Two men in life jackets are on a boat in the water.
5820828817.jpg,A little girl in a pink shirt is looking through a microscope.
11391827.jpg,A man in a brown shirt is standing in front of a door.
5191902508.jpg,A person is kayaking in a river.
4937760948.jpg,A woman is taking a picture of a car.
3541716169.jpg,A woman in a white dress is standing on a bench.
2972268289.jpg,A man is riding a horse in a rodeo.
2045445292.jpg,A group of men are sitting on a bench.
424869823.jpg,A man in a blue shirt and blue shorts is sitting on a hill.
4459992117.jpg,A woman in a pink hat and pink shirt is sitting on the sidewalk with two pink dogs.
4814947772.jpg,A man in a red hat is holding a sign.
194730600.jpg,A man in a red shirt is walking down the street.
3181599388.jpg,Two men are wrestling in a ring.
3299820653.jpg,A group of people are standing in a restaurant.
3127793607.jpg,A young boy runs through a dirt field.
7245395128.jpg,Five people are posing for a picture.
1175268298.jpg,A man in a red shirt and blue jeans is playing a flute while a woman in a white shirt watches.
2078016024.jpg,A woman is selling vegetables on the street.
2992808092.jpg,Two men playing hockey.
3960632488.jpg,Two people are sitting on a bench looking at the sky.
2688848759.jpg,A group of people are sitting at a table eating.
4778036926.jpg,A girl in a purple shirt and blue shorts is playing with a toy.
466971751.jpg,A man in a green shirt is standing next to a white van.
4074473431.jpg,A group of people are running in a marathon.
3680378579.jpg,A woman is sitting on the sidewalk playing a guitar.
3072114570.jpg,A man and a woman riding bikes down a road.
52446935.jpg,A group of people are standing on a pier at sunset.
